epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5504.37,1.48869,1.23758,1.22117,0.88425,0.78258,0.87991,0.55337,1.36275,0.97574,1.25586,0.00066578,0.00066578,0.00066578
2,11247.2,1.47388,0.90919,1.23289,0.83266,0.69644,0.79654,0.4284,1.64965,1.10087,1.38432,0.00130606,0.00130606,0.00130606
